id,provider_id,provider_name,state_id,county_id,source_url,source_host,clue_page_type,clue_field,current_status,decision,clue_page_url,clue_value,clue_text,review_notes,reviewed_by
prov-acc-review__prov-um-nsu-card-fl__accessibility_page__wheelchair_accessible,prov-um-nsu-card-fl,UM-NSU CARD (Coral Gables),florida,miami-dade-fl,https://www.floridacard.org,floridacard.org,accessibility_page,wheelchair_accessible,queued,,,,,"Seeded review task for UM-NSU CARD (Coral Gables). Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-nsu-card-fl__appointment_page__referral_url,prov-um-nsu-card-fl,UM-NSU CARD (Coral Gables),florida,miami-dade-fl,https://www.floridacard.org,floridacard.org,appointment_page,referral_url,queued,,,,,"Seeded review task for UM-NSU CARD (Coral Gables). Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-nsu-card-fl__appointment_page__requirements,prov-um-nsu-card-fl,UM-NSU CARD (Coral Gables),florida,miami-dade-fl,https://www.floridacard.org,floridacard.org,appointment_page,requirements,queued,,,,,"Seeded review task for UM-NSU CARD (Coral Gables). Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-nsu-card-fl__appointment_page__virtual_services,prov-um-nsu-card-fl,UM-NSU CARD (Coral Gables),florida,miami-dade-fl,https://www.floridacard.org,floridacard.org,appointment_page,virtual_services,queued,,,,,"Seeded review task for UM-NSU CARD (Coral Gables). Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-nsu-card-fl__contact_page__interpreter_available,prov-um-nsu-card-fl,UM-NSU CARD (Coral Gables),florida,miami-dade-fl,https://www.floridacard.org,floridacard.org,contact_page,interpreter_available,queued,,,,,"Seeded review task for UM-NSU CARD (Coral Gables). Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-nsu-card-fl__contact_page__languages,prov-um-nsu-card-fl,UM-NSU CARD (Coral Gables),florida,miami-dade-fl,https://www.floridacard.org,floridacard.org,contact_page,languages,queued,,,,,"Seeded review task for UM-NSU CARD (Coral Gables). Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-nsu-card-fl__contact_page__next_step_type,prov-um-nsu-card-fl,UM-NSU CARD (Coral Gables),florida,miami-dade-fl,https://www.floridacard.org,floridacard.org,contact_page,next_step_type,queued,,,,,"Seeded review task for UM-NSU CARD (Coral Gables). Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-nsu-card-fl__patient_services__accessibility_notes,prov-um-nsu-card-fl,UM-NSU CARD (Coral Gables),florida,miami-dade-fl,https://www.floridacard.org,floridacard.org,patient_services,accessibility_notes,queued,,,,,"Seeded review task for UM-NSU CARD (Coral Gables). Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-nsu-card-fl__patient_services__home_visits,prov-um-nsu-card-fl,UM-NSU CARD (Coral Gables),florida,miami-dade-fl,https://www.floridacard.org,floridacard.org,patient_services,home_visits,queued,,,,,"Seeded review task for UM-NSU CARD (Coral Gables). Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-nsu-card-fl__patient_services__transportation_help,prov-um-nsu-card-fl,UM-NSU CARD (Coral Gables),florida,miami-dade-fl,https://www.floridacard.org,floridacard.org,patient_services,transportation_help,queued,,,,,"Seeded review task for UM-NSU CARD (Coral Gables). Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-nsu-card-fl__patient_services__wheelchair_accessible,prov-um-nsu-card-fl,UM-NSU CARD (Coral Gables),florida,miami-dade-fl,https://www.floridacard.org,floridacard.org,patient_services,wheelchair_accessible,queued,,,,,"Seeded review task for UM-NSU CARD (Coral Gables). Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-nsu-card-fl__program_overview__application_url,prov-um-nsu-card-fl,UM-NSU CARD (Coral Gables),florida,miami-dade-fl,https://www.floridacard.org,floridacard.org,program_overview,application_url,queued,,,,,"Seeded review task for UM-NSU CARD (Coral Gables). Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-nsu-card-fl__program_overview__in_person_services,prov-um-nsu-card-fl,UM-NSU CARD (Coral Gables),florida,miami-dade-fl,https://www.floridacard.org,floridacard.org,program_overview,in_person_services,queued,,,,,"Seeded review task for UM-NSU CARD (Coral Gables). Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-um-nsu-card-fl__program_overview__requirements,prov-um-nsu-card-fl,UM-NSU CARD (Coral Gables),florida,miami-dade-fl,https://www.floridacard.org,floridacard.org,program_overview,requirements,queued,,,,,"Seeded review task for UM-NSU CARD (Coral Gables). Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-usf-card-fl__accessibility_page__asl_available,prov-usf-card-fl,USF CARD (Tampa),florida,hillsborough-fl,https://card-usf.fmhi.usf.edu,card-usf.fmhi.usf.edu,accessibility_page,asl_available,queued,,,,,"Seeded review task for USF CARD (Tampa). Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-usf-card-fl__accessibility_page__interpreter_available,prov-usf-card-fl,USF CARD (Tampa),florida,hillsborough-fl,https://card-usf.fmhi.usf.edu,card-usf.fmhi.usf.edu,accessibility_page,interpreter_available,queued,,,,,"Seeded review task for USF CARD (Tampa). Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-usf-card-fl__accessibility_page__wheelchair_accessible,prov-usf-card-fl,USF CARD (Tampa),florida,hillsborough-fl,https://card-usf.fmhi.usf.edu,card-usf.fmhi.usf.edu,accessibility_page,wheelchair_accessible,queued,,,,,"Seeded review task for USF CARD (Tampa). Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-usf-card-fl__appointment_page__referral_url,prov-usf-card-fl,USF CARD (Tampa),florida,hillsborough-fl,https://card-usf.fmhi.usf.edu,card-usf.fmhi.usf.edu,appointment_page,referral_url,queued,,,,,"Seeded review task for USF CARD (Tampa). Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-usf-card-fl__appointment_page__requirements,prov-usf-card-fl,USF CARD (Tampa),florida,hillsborough-fl,https://card-usf.fmhi.usf.edu,card-usf.fmhi.usf.edu,appointment_page,requirements,queued,,,,,"Seeded review task for USF CARD (Tampa). Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-usf-card-fl__appointment_page__virtual_services,prov-usf-card-fl,USF CARD (Tampa),florida,hillsborough-fl,https://card-usf.fmhi.usf.edu,card-usf.fmhi.usf.edu,appointment_page,virtual_services,queued,,,,,"Seeded review task for USF CARD (Tampa). Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-usf-card-fl__contact_page__interpreter_available,prov-usf-card-fl,USF CARD (Tampa),florida,hillsborough-fl,https://card-usf.fmhi.usf.edu,card-usf.fmhi.usf.edu,contact_page,interpreter_available,queued,,,,,"Seeded review task for USF CARD (Tampa). Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-usf-card-fl__contact_page__languages,prov-usf-card-fl,USF CARD (Tampa),florida,hillsborough-fl,https://card-usf.fmhi.usf.edu,card-usf.fmhi.usf.edu,contact_page,languages,queued,,,,,"Seeded review task for USF CARD (Tampa). Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-usf-card-fl__contact_page__next_step_type,prov-usf-card-fl,USF CARD (Tampa),florida,hillsborough-fl,https://card-usf.fmhi.usf.edu,card-usf.fmhi.usf.edu,contact_page,next_step_type,queued,,,,,"Seeded review task for USF CARD (Tampa). Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
