id,stateId,stateCode,sourceName,sourceUrl,targetTable,gapFamily,serviceTags,sourceFamily,crawlMethod,ledgerStatus,firstPartyMode,expectedExtractionFields,whyNeeded,promotionRule,evidenceUrl
illinois-at3-state-slice,illinois,IL,Illinois AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Illinois assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
illinois-hud-pha-state-slice,illinois,IL,Illinois housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Illinois public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
illinois-legal-lsc-state-slice,illinois,IL,Illinois legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Illinois civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
illinois-advocates-ndrn-state-slice,illinois,IL,Illinois protection and advocacy via NDRN,https://www.ndrn.org/about/ndrn-member-agencies,iep_advocates,advocates_legal,legal_aid|iep_advocacy|appeals,authoritative_protection_advocacy_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website, service_area",Extract Illinois protection and advocacy agency contacts from the NDRN member directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.ndrn.org/about/ndrn-member-agencies/
illinois-advocates-parent-center-state-slice,illinois,IL,Illinois parent center via Parent Center Hub,https://www.parentcenterhub.org/find-your-center,iep_advocates,advocates_legal,iep_advocacy|special_education|appeals,authoritative_parent_center_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"center_name, phone, website, service_area",Extract Illinois parent training and information center contacts from Parent Center Hub.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.parentcenterhub.org/find-your-center/
indiana-rsa-vr-state-slice,indiana,IN,Indiana VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Indiana VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
indiana-at3-state-slice,indiana,IN,Indiana AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Indiana assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
indiana-hud-pha-state-slice,indiana,IN,Indiana housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Indiana public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
indiana-legal-lsc-state-slice,indiana,IN,Indiana legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Indiana civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
indiana-advocates-ndrn-state-slice,indiana,IN,Indiana protection and advocacy via NDRN,https://www.ndrn.org/about/ndrn-member-agencies,iep_advocates,advocates_legal,legal_aid|iep_advocacy|appeals,authoritative_protection_advocacy_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website, service_area",Extract Indiana protection and advocacy agency contacts from the NDRN member directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.ndrn.org/about/ndrn-member-agencies/
indiana-advocates-parent-center-state-slice,indiana,IN,Indiana parent center via Parent Center Hub,https://www.parentcenterhub.org/find-your-center,iep_advocates,advocates_legal,iep_advocacy|special_education|appeals,authoritative_parent_center_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"center_name, phone, website, service_area",Extract Indiana parent training and information center contacts from Parent Center Hub.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.parentcenterhub.org/find-your-center/
iowa-rsa-vr-state-slice,iowa,IA,Iowa VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Iowa VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
iowa-at3-state-slice,iowa,IA,Iowa AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Iowa assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
iowa-hud-pha-state-slice,iowa,IA,Iowa housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Iowa public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
iowa-legal-lsc-state-slice,iowa,IA,Iowa legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Iowa civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
iowa-advocates-ndrn-state-slice,iowa,IA,Iowa protection and advocacy via NDRN,https://www.ndrn.org/about/ndrn-member-agencies,iep_advocates,advocates_legal,legal_aid|iep_advocacy|appeals,authoritative_protection_advocacy_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website, service_area",Extract Iowa protection and advocacy agency contacts from the NDRN member directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.ndrn.org/about/ndrn-member-agencies/
iowa-advocates-parent-center-state-slice,iowa,IA,Iowa parent center via Parent Center Hub,https://www.parentcenterhub.org/find-your-center,iep_advocates,advocates_legal,iep_advocacy|special_education|appeals,authoritative_parent_center_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"center_name, phone, website, service_area",Extract Iowa parent training and information center contacts from Parent Center Hub.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.parentcenterhub.org/find-your-center/
kansas-rsa-vr-state-slice,kansas,KS,Kansas VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Kansas VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
kansas-at3-state-slice,kansas,KS,Kansas AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Kansas assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
kansas-hud-pha-state-slice,kansas,KS,Kansas housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Kansas public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
kansas-legal-lsc-state-slice,kansas,KS,Kansas legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Kansas civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
